sample	sizeFactor
SRX8042381	0.796338963349796
SRX8042382	0.668212343780713
SRX8042383	3.68938816991455
SRX8042384	2.25505109751046
SRX8042385	0.389601894200335
SRX8042386	0.635763090284403
