sample	sizeFactor
Sham_oxy_1	0.357025864831591
Sham_oxy_2	1.14790170068215
Sham_oxy_3	0.834540982431375
Sham_oxy_4	1.43601924132211
Sham_Sal_1	0.984469879877368
Sham_Sal_2	2.13075086578347
Sham_Sal_3	2.20960357940366
Sham_Sal_4	1.461997634967
SNI_oxy_1	1.45834551465739
SNI_oxy_2	1.59167959452561
SNI_oxy_3	1.45868398430405
SNI_oxy_4	1.10993680294481
SNI_Sal_1	1.65194813577177
SNI_Sal_2	0.190234311087682
SNI_Sal_3	1.04503291541447
SNI_Sal_4	0.284101346635531
